INSERT INTO in_the_maps (ID_Map, ID_type_elements, X, Y)
VALUES
(5, 6, 1, 1),
(5, 6, 2, 1),
(5, 6, 3, 1),
(5, 6, 4, 1),
(5, 6, 5, 1),
(5, 6, 6, 1),
(5, 6, 7, 1),
(5, 6, 8, 1),
(5, 6, 9, 1),
(5, 6, 10, 1),
(5, 6, 11, 1),
(5, 6, 12, 1),
(5, 6, 13, 1),
(5, 6, 14, 1),
(5, 6, 15, 1),
(5, 6, 16, 1),
(5, 6, 17, 1),
(5, 6, 18, 1),
(5, 6, 19, 1),
(5, 6, 20, 1),
(5, 6, 21, 1),
(5, 6, 22, 1),
(5, 6, 23, 1),
(5, 6, 24, 1),
(5, 6, 25, 1),
(5, 6, 26, 1),
(5, 6, 1, 2),
(5, 1, 2, 2),
(5, 5, 3, 2),
(5, 5, 4, 2),
(5, 5, 5, 2),
(5, 6, 6, 2),
(5, 3, 7, 2),
(5, 3, 8, 2),
(5, 5, 9, 2),
(5, 5, 10, 2),
(5, 5, 11, 2),
(5, 3, 12, 2),
(5, 3, 13, 2),
(5, 5, 14, 2),
(5, 5, 15, 2),
(5, 5, 16, 2),
(5, 5, 17, 2),
(5, 4, 18, 2),
(5, 3, 19, 2),
(5, 6, 20, 2),
(5, 5, 21, 2),
(5, 5, 22, 2),
(5, 3, 23, 2),
(5, 3, 24, 2),
(5, 5, 25, 2),
(5, 6, 26, 2),
(5, 6, 1, 3),
(5, 5, 2, 3),
(5, 5, 3, 3),
(5, 3, 4, 3),
(5, 5, 5, 3),
(5, 6, 6, 3),
(5, 5, 7, 3),
(5, 4, 8, 3),
(5, 5, 9, 3),
(5, 5, 10, 3),
(5, 5, 11, 3),
(5, 5, 12, 3),
(5, 5, 13, 3),
(5, 3, 14, 3),
(5, 5, 15, 3),
(5, 5, 16, 3),
(5, 5, 17, 3),
(5, 3, 18, 3),
(5, 5, 19, 3),
(5, 6, 20, 3),
(5, 4, 21, 3),
(5, 4, 22, 3),
(5, 5, 23, 3),
(5, 5, 24, 3),
(5, 5, 25, 3),
(5, 6, 26, 3),
(5, 6, 1, 4),
(5, 5, 2, 4),
(5, 5, 3, 4),
(5, 3, 4, 4),
(5, 5, 5, 4),
(5, 6, 6, 4),
(5, 5, 7, 4),
(5, 5, 8, 4),
(5, 5, 9, 4),
(5, 5, 10, 4),
(5, 5, 11, 4),
(5, 5, 12, 4),
(5, 2, 13, 4),
(5, 5, 14, 4),
(5, 5, 15, 4),
(5, 5, 16, 4),
(5, 5, 17, 4),
(5, 5, 18, 4),
(5, 3, 19, 4),
(5, 6, 20, 4),
(5, 5, 21, 4),
(5, 5, 22, 4),
(5, 5, 23, 4),
(5, 5, 24, 4),
(5, 5, 25, 4),
(5, 6, 26, 4),
(5, 6, 1, 5),
(5, 5, 2, 5),
(5, 5, 3, 5),
(5, 6, 4, 5),
(5, 6, 5, 5),
(5, 6, 6, 5),
(5, 6, 7, 5),
(5, 6, 8, 5),
(5, 6, 9, 5),
(5, 5, 10, 5),
(5, 5, 11, 5),
(5, 5, 12, 5),
(5, 5, 13, 5),
(5, 5, 14, 5),
(5, 5, 15, 5),
(5, 5, 16, 5),
(5, 6, 17, 5),
(5, 6, 18, 5),
(5, 6, 19, 5),
(5, 6, 20, 5),
(5, 6, 21, 5),
(5, 6, 22, 5),
(5, 3, 23, 5),
(5, 3, 24, 5),
(5, 5, 25, 5),
(5, 6, 26, 5),
(5, 6, 1, 6),
(5, 5, 2, 6),
(5, 5, 3, 6),
(5, 5, 4, 6),
(5, 5, 5, 6),
(5, 6, 6, 6),
(5, 3, 7, 6),
(5, 3, 8, 6),
(5, 5, 9, 6),
(5, 5, 10, 6),
(5, 5, 11, 6),
(5, 5, 12, 6),
(5, 5, 13, 6),
(5, 5, 14, 6),
(5, 5, 15, 6),
(5, 5, 16, 6),
(5, 5, 17, 6),
(5, 5, 18, 6),
(5, 5, 19, 6),
(5, 6, 20, 6),
(5, 5, 21, 6),
(5, 5, 22, 6),
(5, 5, 23, 6),
(5, 5, 24, 6),
(5, 5, 25, 6),
(5, 6, 26, 6),
(5, 6, 1, 7),
(5, 5, 2, 7),
(5, 5, 3, 7),
(5, 5, 4, 7),
(5, 5, 5, 7),
(5, 6, 6, 7),
(5, 5, 7, 7),
(5, 5, 8, 7),
(5, 5, 9, 7),
(5, 5, 10, 7),
(5, 5, 11, 7),
(5, 6, 12, 7),
(5, 5, 13, 7),
(5, 5, 14, 7),
(5, 5, 15, 7),
(5, 5, 16, 7),
(5, 3, 17, 7),
(5, 3, 18, 7),
(5, 5, 19, 7),
(5, 6, 20, 7),
(5, 5, 21, 7),
(5, 5, 22, 7),
(5, 5, 23, 7),
(5, 5, 24, 7),
(5, 5, 25, 7),
(5, 6, 26, 7),
(5, 6, 1, 8),
(5, 5, 2, 8),
(5, 5, 3, 8),
(5, 5, 4, 8),
(5, 5, 5, 8),
(5, 6, 6, 8),
(5, 5, 7, 8),
(5, 2, 8, 8),
(5, 5, 9, 8),
(5, 3, 10, 8),
(5, 5, 11, 8),
(5, 6, 12, 8),
(5, 5, 13, 8),
(5, 3, 14, 8),
(5, 5, 15, 8),
(5, 5, 16, 8),
(5, 5, 17, 8),
(5, 5, 18, 8),
(5, 5, 19, 8),
(5, 6, 20, 8),
(5, 5, 21, 8),
(5, 5, 22, 8),
(5, 5, 23, 8),
(5, 5, 24, 8),
(5, 5, 25, 8),
(5, 6, 26, 8),
(5, 6, 1, 9),
(5, 5, 2, 9),
(5, 3, 3, 9),
(5, 5, 4, 9),
(5, 5, 5, 9),
(5, 5, 6, 9),
(5, 5, 7, 9),
(5, 5, 8, 9),
(5, 5, 9, 9),
(5, 5, 10, 9),
(5, 3, 11, 9),
(5, 6, 12, 9),
(5, 3, 13, 9),
(5, 3, 14, 9),
(5, 5, 15, 9),
(5, 5, 16, 9),
(5, 5, 17, 9),
(5, 5, 18, 9),
(5, 5, 19, 9),
(5, 5, 20, 9),
(5, 5, 21, 9),
(5, 5, 22, 9),
(5, 2, 23, 9),
(5, 5, 24, 9),
(5, 5, 25, 9),
(5, 6, 26, 9),
(5, 6, 1, 10),
(5, 3, 2, 10),
(5, 5, 3, 10),
(5, 5, 4, 10),
(5, 5, 5, 10),
(5, 5, 6, 10),
(5, 5, 7, 10),
(5, 5, 8, 10),
(5, 5, 9, 10),
(5, 5, 10, 10),
(5, 3, 11, 10),
(5, 6, 12, 10),
(5, 5, 13, 10),
(5, 5, 14, 10),
(5, 5, 15, 10),
(5, 5, 16, 10),
(5, 3, 17, 10),
(5, 5, 18, 10),
(5, 5, 19, 10),
(5, 5, 20, 10),
(5, 5, 21, 10),
(5, 5, 22, 10),
(5, 5, 23, 10),
(5, 5, 24, 10),
(5, 5, 25, 10),
(5, 6, 26, 10),
(5, 6, 1, 11),
(5, 5, 2, 11),
(5, 5, 3, 11),
(5, 5, 4, 11),
(5, 5, 5, 11),
(5, 5, 6, 11),
(5, 5, 7, 11),
(5, 6, 8, 11),
(5, 6, 9, 11),
(5, 6, 10, 11),
(5, 6, 11, 11),
(5, 6, 12, 11),
(5, 6, 13, 11),
(5, 6, 14, 11),
(5, 6, 15, 11),
(5, 6, 16, 11),
(5, 3, 17, 11),
(5, 5, 18, 11),
(5, 5, 19, 11),
(5, 5, 20, 11),
(5, 5, 21, 11),
(5, 5, 22, 11),
(5, 5, 23, 11),
(5, 3, 24, 11),
(5, 5, 25, 11),
(5, 6, 26, 11),
(5, 6, 1, 12),
(5, 5, 2, 12),
(5, 5, 3, 12),
(5, 5, 4, 12),
(5, 5, 5, 12),
(5, 5, 6, 12),
(5, 5, 7, 12),
(5, 5, 8, 12),
(5, 5, 9, 12),
(5, 5, 10, 12),
(5, 5, 11, 12),
(5, 6, 12, 12),
(5, 5, 13, 12),
(5, 5, 14, 12),
(5, 5, 15, 12),
(5, 5, 16, 12),
(5, 3, 17, 12),
(5, 5, 18, 12),
(5, 3, 19, 12),
(5, 3, 20, 12),
(5, 5, 21, 12),
(5, 5, 22, 12),
(5, 5, 23, 12),
(5, 5, 24, 12),
(5, 5, 25, 12),
(5, 6, 26, 12),
(5, 6, 1, 13),
(5, 5, 2, 13),
(5, 5, 3, 13),
(5, 5, 4, 13),
(5, 3, 5, 13),
(5, 5, 6, 13),
(5, 5, 7, 13),
(5, 3, 8, 13),
(5, 3, 9, 13),
(5, 5, 10, 13),
(5, 5, 11, 13),
(5, 6, 12, 13),
(5, 5, 13, 13),
(5, 5, 14, 13),
(5, 5, 15, 13),
(5, 5, 16, 13),
(5, 5, 17, 13),
(5, 5, 18, 13),
(5, 5, 19, 13),
(5, 3, 20, 13),
(5, 5, 21, 13),
(5, 5, 22, 13),
(5, 5, 23, 13),
(5, 5, 24, 13),
(5, 5, 25, 13),
(5, 6, 26, 13),
(5, 6, 1, 14),
(5, 5, 2, 14),
(5, 5, 3, 14),
(5, 3, 4, 14),
(5, 3, 5, 14),
(5, 5, 6, 14),
(5, 5, 7, 14),
(5, 5, 8, 14),
(5, 5, 9, 14),
(5, 3, 10, 14),
(5, 5, 11, 14),
(5, 6, 12, 14),
(5, 5, 13, 14),
(5, 3, 14, 14),
(5, 5, 15, 14),
(5, 5, 16, 14),
(5, 5, 17, 14),
(5, 5, 18, 14),
(5, 5, 19, 14),
(5, 5, 20, 14),
(5, 5, 21, 14),
(5, 5, 22, 14),
(5, 2, 23, 14),
(5, 5, 24, 14),
(5, 5, 25, 14),
(5, 6, 26, 14),
(5, 6, 1, 15),
(5, 5, 2, 15),
(5, 5, 3, 15),
(5, 5, 4, 15),
(5, 5, 5, 15),
(5, 5, 6, 15),
(5, 5, 7, 15),
(5, 5, 8, 15),
(5, 5, 9, 15),
(5, 5, 10, 15),
(5, 5, 11, 15),
(5, 6, 12, 15),
(5, 5, 13, 15),
(5, 3, 14, 15),
(5, 5, 15, 15),
(5, 5, 16, 15),
(5, 2, 17, 15),
(5, 5, 18, 15),
(5, 5, 19, 15),
(5, 5, 20, 15),
(5, 5, 21, 15),
(5, 5, 22, 15),
(5, 5, 23, 15),
(5, 5, 24, 15),
(5, 5, 25, 15),
(5, 6, 26, 15),
(5, 6, 1, 16),
(5, 5, 2, 16),
(5, 5, 3, 16),
(5, 5, 4, 16),
(5, 5, 5, 16),
(5, 6, 6, 16),
(5, 5, 7, 16),
(5, 2, 8, 16),
(5, 5, 9, 16),
(5, 5, 10, 16),
(5, 5, 11, 16),
(5, 5, 12, 16),
(5, 5, 13, 16),
(5, 5, 14, 16),
(5, 5, 15, 16),
(5, 5, 16, 16),
(5, 5, 17, 16),
(5, 5, 18, 16),
(5, 5, 19, 16),
(5, 6, 20, 16),
(5, 5, 21, 16),
(5, 5, 22, 16),
(5, 5, 23, 16),
(5, 5, 24, 16),
(5, 5, 25, 16),
(5, 6, 26, 16),
(5, 6, 1, 17),
(5, 5, 2, 17),
(5, 5, 3, 17),
(5, 5, 4, 17),
(5, 5, 5, 17),
(5, 6, 6, 17),
(5, 5, 7, 17),
(5, 5, 8, 17),
(5, 5, 9, 17),
(5, 5, 10, 17),
(5, 5, 11, 17),
(5, 5, 12, 17),
(5, 5, 13, 17),
(5, 5, 14, 17),
(5, 5, 15, 17),
(5, 5, 16, 17),
(5, 5, 17, 17),
(5, 5, 18, 17),
(5, 5, 19, 17),
(5, 6, 20, 17),
(5, 5, 21, 17),
(5, 5, 22, 17),
(5, 5, 23, 17),
(5, 3, 24, 17),
(5, 3, 25, 17),
(5, 6, 26, 17),
(5, 6, 1, 18),
(5, 5, 2, 18),
(5, 3, 3, 18),
(5, 3, 4, 18),
(5, 5, 5, 18),
(5, 6, 6, 18),
(5, 5, 7, 18),
(5, 5, 8, 18),
(5, 5, 9, 18),
(5, 5, 10, 18),
(5, 5, 11, 18),
(5, 3, 12, 18),
(5, 5, 13, 18),
(5, 5, 14, 18),
(5, 5, 15, 18),
(5, 3, 16, 18),
(5, 5, 17, 18),
(5, 5, 18, 18),
(5, 5, 19, 18),
(5, 6, 20, 18),
(5, 3, 21, 18),
(5, 5, 22, 18),
(5, 5, 23, 18),
(5, 5, 24, 18),
(5, 5, 25, 18),
(5, 6, 26, 18),
(5, 6, 1, 19),
(5, 5, 2, 19),
(5, 5, 3, 19),
(5, 6, 4, 19),
(5, 6, 5, 19),
(5, 6, 6, 19),
(5, 6, 7, 19),
(5, 6, 8, 19),
(5, 5, 9, 19),
(5, 5, 10, 19),
(5, 5, 11, 19),
(5, 3, 12, 19),
(5, 3, 13, 19),
(5, 5, 14, 19),
(5, 5, 15, 19),
(5, 5, 16, 19),
(5, 6, 17, 19),
